docket,county,division,court_room,hearing_type,day_of_week,day,month,time,am_pm,street,city,zip_code,court_type
1007-8-19,bennington,criminal,Family/Criminal Courtroom 3,Confidential Hearing,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
264-3-19,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1486-12-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
165-2-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
307-3-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
328-4-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
329-4-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
703-8-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1198-11-18,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
974-8-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
976-8-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1122-9-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
608-5-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference/Change of Plea,Friday,5,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
475-6-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Friday,5,Feb,10:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
592-7-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Friday,5,Feb,10:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
609-7-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Friday,5,Feb,10:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
644-8-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Friday,5,Feb,10:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
371-3-19,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,5,Feb,10:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
886-7-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
88-1-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
314-3-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
514-7-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
539-7-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
605-7-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
613-7-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
629-8-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1031-9-19,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1332-11-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
93-1-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
267-3-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
388-5-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
389-5-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
504-7-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
579-7-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
607-7-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
627-8-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
663-8-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
993-8-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1314-11-19,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
375-3-19,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
565-5-19,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
709-6-19,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1146-9-19,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Friday,5,Feb,10:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
670-8-20,bennington,criminal,Family/Criminal Courtroom 3,Confidential Hearing,Friday,5,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1310-11-19,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Friday,5,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1396-12-19,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Friday,5,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1464-12-19,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Friday,5,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1465-12-19,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Friday,5,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
637-7-18,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Friday,5,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1488-12-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
979-10-17,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
732-7-18,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
150-2-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
178-2-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1069-9-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Friday,5,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1498-12-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,8,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
625-8-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Monday,8,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1408-12-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
82-12-19,bennington,civil suspension,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,11:15,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1432-12-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
646-8-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
672-7-14,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1274-12-18,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
190-2-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
567-5-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
571-5-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
839-7-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1046-9-19,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
482-6-20,bennington,criminal,Family/Criminal Courtroom 3,Confidential Hearing,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1348-11-19,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
283-3-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
423-6-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
454-6-20,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
74-1-19,bennington,criminal,Family/Criminal Courtroom 3,Pre Trial Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1324-11-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1345-11-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
15-1-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
77-1-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
109-1-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
110-1-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
111-1-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
364-5-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
365-5-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
490-6-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
618-8-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
330-4-17,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
46-6-19,bennington,civil suspension,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
682-6-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
821-7-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
842-7-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
950-8-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1040-9-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1173-10-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
647-7-18,bennington,criminal,Family/Criminal Courtroom 3,VOP Status Conference,Monday,8,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
639-8-20,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Tuesday,9,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
104-1-20,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Tuesday,9,Feb,11:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
113-2-20,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Tuesday,9,Feb,11:30,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
24-5-20,bennington,civil suspension,Family/Criminal Courtroom 3,Civil Suspension Final Hearing,Tuesday,9,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
393-5-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Tuesday,9,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
325-4-20,bennington,criminal,Family/Criminal Courtroom 3,Change of Plea Hearing,Tuesday,9,Feb,2:00,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
1506-12-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference/Change of Plea,Tuesday,9,Feb,2:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
129-1-19,bennington,criminal,Family/Criminal Courtroom 3,Restitution Hearing,Wednesday,10,Feb,10:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
654-6-19,bennington,criminal,Family/Criminal Courtroom 3,Motion Hearing,Wednesday,10,Feb,11:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
270-3-18,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Wednesday,10,Feb,11:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
638-8-20,bennington,criminal,Family/Criminal Courtroom 3,Sentencing Hearing,Wednesday,10,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
606-7-20,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Wednesday,10,Feb,2:00,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
100-1-19,bennington,criminal,Family/Criminal Courtroom 3,Status Conference,Wednesday,10,Feb,2:00,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
35-5-19,bennington,civil suspension,Family/Criminal Courtroom 3,Civil Suspension Final Hearing,Thursday,11,Feb,1:30,PM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
61-1-20,bennington,criminal,Family/Criminal Courtroom 3,Calendar Call,Friday,12,Feb,9:00,AM,200 Veterans Memorial Drive , Bennington, 05201,Criminal Division
